"id","title","style_code","description","availability","price","brand","product_type","fb_product_category","google_product_category","inventory","item_group_id","pattern","gender","link","image_link","additional_image_link","visibility","colour","size","condition","percentile_availability","sub_group_percentile_availability","age_group","shipping","identifier_exists","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","custom_number_0","custom_number_1","custom_number_2","custom_number_3","custom_number_4"
"I302810","Redford Men V-strap Slippers","FL-01-190624","Redford Men VStrap Slippers","In stock","770 INR","Redford","-","brands","brands","1","FL-01-190624","solid","male","https://www.popularshoemart.com/product/redford-fl-01-black-10","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FL-01-BLK-190624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FL-01-BLK-190624-01.JPG","published","Black","44/10","new","41","50","","","","-","-","-","-","-","-","-","-","-","-"
"I303426","Redford Men Blue Slippers","FL-01-080424","Redford Men Blue Slippers","In stock","999 INR","Redford","-","brands","brands","4","FL-01-080424","solid","male","https://www.popularshoemart.com/product/redford-fl-01-s-blue-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FL-01-BLU-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FL-01-BLU-080424-01.jpg","published","Blue","41/7","new","66","66","","","","-","-","-","-","-","-","-","-","-","-"
"I300499","Redford Men Tan Slippers","H-203-080424","Redford Men Tan Slippers","In stock","1049 INR","Redford","-","brands","brands","1","H-203-080424","solid","male","https://www.popularshoemart.com/product/redford-h-203-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/H-203-TAN-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/H-203-TAN-080424-01.jpg","published","Tan","41/7","new","80","80","","","","-","-","-","-","-","-","-","-","-","-"
"I313007","13reasons Men Formal Shoes","COMFORT-5-100624","13Reasons Men Formal Shoes","In stock","2799 INR","13Reasons","-","men","men","2","COMFORT-5-100624","solid","male","https://www.popularshoemart.com/product/13reasons-comfort-5-brown-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/COMFORT-5-BRN-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/COMFORT-5-BRN-100624-01.JPG","published","Brown","41/7","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I329526","Kickerz Men Croslite Thong Flip-flops","1205-050624","Kickerz Men Croslite Thong FlipFlops","In stock","599 INR","Kickerz","-","men","men","11","1205-050624","solid","male","https://www.popularshoemart.com/product/kickerz-1205-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1205-BLK-050624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1205-BLK-050624-01.JPG","published","Black","41/7","new","92","100","","","","-","-","-","-","-","-","-","-","-","-"
"I330237","Kickerz Men Croslite Thong Flip-flops","1205-050624","Kickerz Men Croslite Thong FlipFlops","In stock","599 INR","Kickerz","-","men","men","6","1205-050624","solid","male","https://www.popularshoemart.com/product/kickerz-1205-brown-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1205-BRN-050624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1205-BRN-050624-01.JPG","published","Brown","41/7","new","92","100","","","","-","-","-","-","-","-","-","-","-","-"
"I330626","Kickerz Men Croslite Thong Flip-flops","1205-050624","Kickerz Men Croslite Thong FlipFlops","In stock","599 INR","Kickerz","-","men","men","9","1205-050624","solid","male","https://www.popularshoemart.com/product/kickerz-1205-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1205-GRY-050624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1205-GRY-050624-01.JPG","published","Grey","41/7","new","92","80","","","","-","-","-","-","-","-","-","-","-","-"
"I328169","Kickerz Men Croslite Thong Flip-flops","1206-050624","Kickerz Men Croslite Thong FlipFlops","In stock","599 INR","Kickerz","-","men","men","3","1206-050624","solid","male","https://www.popularshoemart.com/product/kickerz-1206-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-BLK-050624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-BLK-050624-01.JPG","published","Black","40/6","new","88","85","","","","-","-","-","-","-","-","-","-","-","-"
"I328162","Kickerz Men Croslite Thong Flip-flops","1206-050624","Kickerz Men Croslite Thong FlipFlops","In stock","599 INR","Kickerz","-","men","men","2","1206-050624","solid","male","https://www.popularshoemart.com/product/kickerz-1206-brown-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-BRN-050624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-BRN-050624-01.JPG","published","Brown","40/6","new","88","88","","","","-","-","-","-","-","-","-","-","-","-"
"I328403","Kickerz Men Croslite Thong Flip-flops","1206-050624","Kickerz Men Croslite Thong FlipFlops","In stock","599 INR","Kickerz","-","men","men","6","1206-050624","solid","male","https://www.popularshoemart.com/product/kickerz-1206-grey-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-GRY-050624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-GRY-050624-01.JPG","published","Grey","42/8","new","88","100","","","","-","-","-","-","-","-","-","-","-","-"
"I328176","Kickerz Men Croslite Thong Flip-flops","1206-050624","Kickerz Men Croslite Thong FlipFlops","In stock","599 INR","Kickerz","-","men","men","4","1206-050624","solid","male","https://www.popularshoemart.com/product/kickerz-1206-navy-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-NVY-050624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/1206-NVY-050624-01.JPG","published","Navy","40/6","new","88","85","","","","-","-","-","-","-","-","-","-","-","-"
"I313013","13reasons Men Leather Formal Shoes","LL-MND-54-100624","13Reasons Men Leather Formal Shoes","In stock","1599 INR","13Reasons","-","men","men","3","LL-MND-54-100624","solid","male","https://www.popularshoemart.com/product/13reasons-ll-mnd-54-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LL-MND-54-GRY-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LL-MND-54-GRY-100624-01.JPG","published","Grey","41/7","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I309186","13reasons Men Leather Formal Shoes","LL-MND-54-100624","13Reasons Men Leather Formal Shoes","In stock","1599 INR","13Reasons","-","men","men","5","LL-MND-54-100624","solid","male","https://www.popularshoemart.com/product/13reasons-ll-mnd-54-olive-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LL-MND-54-OLV-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LL-MND-54-OLV-100624-01.JPG","published","Olive","41/7","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I309126","13reasons Men Formal Shoes","L-STAR-57-100624","13Reasons Men Formal Shoes","In stock","2399 INR","13Reasons","-","men","men","4","L-STAR-57-100624","solid","male","https://www.popularshoemart.com/product/13reasons-l-star-57-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/L-STAR-57-BLK-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/L-STAR-57-BLK-100624-01.JPG","published","Black","41/7","new","91","100","","","","-","-","-","-","-","-","-","-","-","-"
"I309132","13reasons Men Formal Shoes","L-STAR-57-100624","13Reasons Men Formal Shoes","In stock","2399 INR","13Reasons","-","men","men","5","L-STAR-57-100624","solid","male","https://www.popularshoemart.com/product/13reasons-l-star-57-brown-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/L-STAR-57-BRN-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/L-STAR-57-BRN-100624-01.JPG","published","Brown","41/7","new","91","83","","","","-","-","-","-","-","-","-","-","-","-"
"I303558","13reasons Men Leather Formal Shoes","LL-3601-100624","13Reasons Men Leather Formal Shoes","In stock","1799 INR","13Reasons","-","men","men","2","LL-3601-100624","solid","male","https://www.popularshoemart.com/product/13reasons-ll-3601-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LL-3601-BLK-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LL-3601-BLK-100624-01.JPG","published","Black","41/7","new","71","71","","","","-","-","-","-","-","-","-","-","-","-"
"I315066","V-walk One Toe Ring  Heels","98037039-100624","VWalk One Toe Ring  Heels","In stock","849 INR","V-Walk","-","new-arrivals","new-arrivals","3","98037039-100624","solid","female","https://www.popularshoemart.com/product/v-walk-98037039-chiku-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/98037039-CU-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/98037039-CU-100624-01.JPG","published","Chiku","38/8","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I319933","V-walk One Toe Ring  Flats","X-6036990-100624","VWalk One Toe Ring  Flats","In stock","849 INR","V-Walk","-","new-arrivals","new-arrivals","5","X-6036990-100624","solid","female","https://www.popularshoemart.com/product/v-walk-x-6036990-chiku-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/X-6036990-CU-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/X-6036990-CU-100624-01.JPG","published","Chiku","38/8","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I319917","V-walk Open V-strap Flats","C-4036744-100624","VWalk Open VStrap Flats","In stock","1119 INR","V-Walk","-","new-arrivals","new-arrivals","3","C-4036744-100624","solid","female","https://www.popularshoemart.com/product/v-walk-c-4036744-navy-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/C-4036744-NY-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/C-4036744-NY-100624-01.JPG","published","Navy","38/8","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I318155","V-walk Open V-strap Heels","F-9037098-100624","VWalk Open VStrap Heels","In stock","999 INR","V-Walk","-","new-arrivals","new-arrivals","3","F-9037098-100624","solid","female","https://www.popularshoemart.com/product/v-walk-r-9037011-peach-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/F-9037098-CU-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/F-9037098-CU-100624-01.JPG","published","Chiku","38/8","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I318142","V-walk Open Toe V-strap Flats","DY-036519-100624","VWalk Open Toe VStrap Flats","In stock","999 INR","V-Walk","-","new-arrivals","new-arrivals","3","DY-036519-100624","solid","female","https://www.popularshoemart.com/product/v-walk-dy-036519-champagne-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/DY-036519-CE-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/DY-036519-CE-100624-01.JPG","published","Champagne","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329710","Hitz Men Leather Sandals","0014-100624","Hitz Men Leather Sandals","In stock","2395 INR","Hitz","-","men","men","1","0014-100624","solid","male","https://www.popularshoemart.com/product/hitz-0014-tan-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/0014-TN-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/0014-TN-100624-01.JPG","published","Tan","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329722","Hitz Men Leather Sandals","0002-100624","Hitz Men Leather Sandals","In stock","2195 INR","Hitz","-","men","men","2","0002-100624","solid","male","https://www.popularshoemart.com/product/hitz-0002-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/0002-BK-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/0002-BK-100624-01.JPG","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I029502","Hitz Men Slip-on Sandals With Velcro Fastening","9254-100624","Introducing the Hitz Men SlipOn Sandals with Velcro Fastening Office Chappal by Popular Shoe Mart, a perfect blend of classic style and modern design. Crafted with highquality synthetic material, this office chappal for men ensures allday comfort with a soft, skinfriendly feel. Whether you're navigating flat or uneven surfaces, the sturdy grip provides reliable support throughout your busy day. Ideal for office wear, ethnic occasions, and leisure, these chappals are the best choice for those seeking both style and comfort in one. Upgrade your footwear collection with these versatile men's office chappals for a polished yet relaxed look.","In stock","2395 INR","Hitz","-","men","men","3","9254-100624","solid","male","https://www.popularshoemart.com/product/hitz-9254-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/9254-TN-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/9254-TN-100624-01.JPG","published","Tan","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329698","Hitz Men Leather  Slip On Sandals","0052-100624","Hitz Men Leather  Slip On Sandals","In stock","2195 INR","Hitz","-","men","men","2","0052-100624","solid","male","https://www.popularshoemart.com/product/hitz-0052-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/0052-BK-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/0052-BK-100624-01.JPG","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I029552","Hitz Men Textured Leather Sandals","9270-100624","Hitz Men Textured Leather Sandals","In stock","2395 INR","Hitz","-","men","men","7","9270-100624","solid","male","https://www.popularshoemart.com/product/hitz-9270-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/9270-BK-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/9270-BK-100624-01.JPG","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329716","Hitz Men Black Leather Sandals","9641-100624","Hitz Men Black Leather Sandals","In stock","2395 INR","Hitz","-","men","men","1","9641-100624","solid","male","https://www.popularshoemart.com/product/hitz-9641-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/9641-BK-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/9641-BK-100624-01.JPG","published","Black","36/6","new","83","83","","","","-","-","-","-","-","-","-","-","-","-"
"I317800","Binutop Men Tan Sneakers","104-4702-100624","Binutop Men Tan Sneakers","In stock","1119 INR","Binutop","-","men","men","2","104-4702-100624","solid","male","https://www.popularshoemart.com/product/binutop-104-4702-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/104-4702-TN-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/104-4702-TN-100624-01.JPG","published","Tan","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I317555","Binutop Men Slip-on Casual Shoes","73-1132-100624","Binutop Men SlipOn Casual Shoes","In stock","949 INR","Binutop","-","men","men","3","73-1132-100624","solid","male","https://www.popularshoemart.com/product/binutop-73-1132-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/73-1132-TN-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/73-1132-TN-100624-01.JPG","published","Tan","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I317539","Binutop Men Olive Sneakers","108-4021 -100624","Binutop Men Olive Sneakers","In stock","1999 INR","Binutop","-","men","men","2","108-4021 -100624","solid","male","https://www.popularshoemart.com/product/binutop-108-4021-olive-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/108-4021 -OL-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/108-4021 -OL-100624-01.JPG","published","Olive","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I317547","Binutop Men Beige Solid Sneakers","108-1119 -100624","Binutop Men Beige Solid Sneakers","In stock","1999 INR","Binutop","-","men","men","2","108-1119 -100624","solid","male","https://www.popularshoemart.com/product/binutop-108-1119-beige-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/108-1119 -BE-100624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/108-1119 -BE-100624-01.JPG","published","Beige","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I311726","Elegance Men Thong-strap Sandals","JR-26-150624","Elegance Men ThongStrap Sandals","In stock","1299 INR","Elegance","-","men","men","3","JR-26-150624","solid","male","https://www.popularshoemart.com/product/elegance-jr-26-tan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/JR-26-TAN-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/JR-26-TAN-150624-01.JPG","published","Tan","37/7","new","83","100","","","","-","-","-","-","-","-","-","-","-","-"
"I311720","Elegance Men Thong-strap Sandals","JR-26-150624","Elegance Men ThongStrap Sandals","In stock","1299 INR","Elegance","-","men","men","3","JR-26-150624","solid","male","https://www.popularshoemart.com/product/elegance-jr-26-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/JR-26-BLACK-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/JR-26-BLACK-150624-01.JPG","published","Black","37/7","new","83","100","","","","-","-","-","-","-","-","-","-","-","-"
"I311330","Elegance Men Strap Slip-on Sandals","83004-150624","Elegance Men Strap SlipOn Sandals","In stock","1599 INR","Elegance","-","men","men","3","83004-150624","solid","male","https://www.popularshoemart.com/product/elegance-83004-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/83004-BLACK-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/83004-BLACK-150624-01.JPG","published","Black","37/7","new","83","100","","","","-","-","-","-","-","-","-","-","-","-"
"I311714","Elegance Men Thong-strap Sandals","JR-25-150624","Elegance Men ThongStrap Sandals","In stock","1299 INR","Elegance","-","men","men","2","JR-25-150624","solid","male","https://www.popularshoemart.com/product/elegance-jr-25-cherry-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/JR-25-CHERRY-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/JR-25-CHERRY-150624-01.JPG","published","Cherry","37/7","new","83","100","","","","-","-","-","-","-","-","-","-","-","-"
"I311342","Elegance Men Leather Loafers","LF-6-150624","Elegance Men Leather Loafers","In stock","1499 INR","Elegance","-","men","men","3","LF-6-150624","solid","male","https://www.popularshoemart.com/product/elegance-lf-6-brown-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LF-6-BROWN-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LF-6-BROWN-150624-01.JPG","published","Brown","37/7","new","83","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329127","Kats Printed Slippers","CINDRELLA-4-150624","Kats Printed Slippers","In stock","300 INR","Kats","-","kids","kids","9","CINDRELLA-4-150624","solid","-","https://www.popularshoemart.com/product/kats-cindrella-4-pink-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CINDRELLA-4-PINK-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CINDRELLA-4-PINK-150624-01.JPG","published","Pink","7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329199","Kats Closed Elastic Shoes","FLY-12-150624","Kats Closed Elastic Shoes","In stock","323 INR","Kats","-","kids","kids","2","FLY-12-150624","solid","-","https://www.popularshoemart.com/product/kats-fly-12-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FLY-12-BLACK-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FLY-12-BLACK-150624-01.JPG","published","Black","7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329174","Kats Covered Sandals","CRYSTAL-1-150624","Kats Covered Sandals","In stock","405 INR","Kats","-","kids","kids","4","CRYSTAL-1-150624","solid","-","https://www.popularshoemart.com/product/kats-crystal-1-lgrey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CRYSTAL-1-L.GREY-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CRYSTAL-1-L.GREY-150624-01.JPG","published","Grey","7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329194","Kats Fasion Party Shoes","MAGIC-10-150624","Kats Fasion Party Shoes","In stock","329 INR","Kats","-","kids","kids","5","MAGIC-10-150624","solid","-","https://www.popularshoemart.com/product/kats-magic-10-onion-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MAGIC-10-ONION-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MAGIC-10-ONION-150624-01.JPG","published","Onion","7","new","88","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329189","Kats Fasion Party Shoes","MAGIC-11-150624","Kats Fasion Party Shoes","In stock","329 INR","Kats","-","kids","kids","2","MAGIC-11-150624","solid","-","https://www.popularshoemart.com/product/kats-magic-11-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MAGIC-11-GREY-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MAGIC-11-GREY-150624-01.JPG","published","Grey","7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I302738","Kats Fasion Party Shoes","MAGIC-10-150624","Kats Fasion Party Shoes","In stock","329 INR","Kats","-","kids","kids","3","MAGIC-10-150624","solid","-","https://www.popularshoemart.com/product/kats-magic-10-ghiya-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MAGIC-10-GHIYA-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MAGIC-10-GHIYA-150624-01.JPG","published","Ghiya","7","new","88","80","","","","-","-","-","-","-","-","-","-","-","-"
"I329179","Kats Covered Sandals","CRYSTAL-2-150624","Kats Covered Sandals","In stock","405 INR","Kats","-","kids","kids","2","CRYSTAL-2-150624","solid","-","https://www.popularshoemart.com/product/kats-crystal-2-ghiya-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CRYSTAL-2-GHIYA-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/CRYSTAL-2-GHIYA-150624-01.JPG","published","Ghiya","7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I329204","Kats Closed Elastic Shoes","FLY-12-150624","Kats Closed Elastic Shoes","In stock","323 INR","Kats","-","kids","kids","2","FLY-12-150624","solid","-","https://www.popularshoemart.com/product/kats-fly-12-onion-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FLY-12-ONION-150624-01.JPG","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/FLY-12-ONION-150624-01.JPG","published","Onion","7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
